timestamp(ms),GPS[0].Lat,GPS[0].Lng,GPS[0].Alt,GPS[0].Spd,GPS[0].VZ,GPS[0].Yaw,IMU[0].GyrX,IMU[0].GyrY,IMU[0].GyrZ,IMU[0].AccX,IMU[0].AccY,IMU[0].AccZ,ORGN[0].Lat,ORGN[0].Lng,ORGN[0].Alt,XKF1[0].PN,XKF1[0].PE,XKF1[0].PD,XKF1[0].VN,XKF1[0].VE,XKF1[0].VD,XKF1[0].Roll,XKF1[0].Pitch,XKF1[0].Yaw,XKF1[0].GX,XKF1[0].GY,XKF1[0].GZ
187072.788,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1.8152117729187012,-1.138430118560791,-0.40831702947616577,0.00623006746172905,0.0017392110312357545,-0.015935149043798447,-2.12,0.47,11.97,0.04,0.01,0
187172.788,411001941,290252037,75.26,0.029000001028180122,0.02500000037252903,0,0.0013325519394129515,0.0014195460826158524,-0.00042632329859770834,0.011454603634774685,0.09367523342370987,-9.693017959594727,NaN,NaN,NaN,-1.8152117729187012,-1.138430118560791,-0.40831702947616577,0.00623006746172905,0.0017392110312357545,-0.015935149043798447,-2.12,0.47,11.97,0.04,0.01,0
187272.788,411001941,290252037,75.26,0.029000001028180122,0.02500000037252903,0,0.000258347688941285,0.0001740236475598067,-0.00019831502868328243,0.02312767319381237,0.08829028904438019,-9.691950798034668,NaN,NaN,NaN,-1.8152117729187012,-1.138430118560791,-0.40831702947616577,0.00623006746172905,0.0017392110312357545,-0.015935149043798447,-2.12,0.47,11.97,0.04,0.01,0
187372.788,411001941,290252038,75.24,0.03800000250339508,0.018000001087784767,0,0.0011652070097625256,-0.00045706858509220183,-0.0013213950442150235,0.03028862178325653,0.09081431478261948,-9.708629608154297,NaN,NaN,NaN,-1.8072954416275024,-1.1341071128845215,-0.40537387132644653,0.009067470207810402,0.00226475833915174,-0.015975385904312134,-2.11,0.46,11.97,0.04,0.01,0
187472.788,411001941,290252038,75.24,0.03800000250339508,0.018000001087784767,0,0.001173384371213615,-0.000309318391373381,-0.0006196339963935316,0.02834923192858696,0.09954491257667542,-9.702425003051758,NaN,NaN,NaN,-1.801095724105835,-1.130597472190857,-0.4044395089149475,0.010706741362810135,0.0033220911864191294,-0.015876449644565582,-2.11,0.46,11.96,0.04,0.01,0
187572.788,411001942,290252039,75.23,0.024000000208616257,0.012000000104308128,0,0.0007674310472793877,0.001077019958756864,0.0005262697231955826,0.019280264154076576,0.0941961333155632,-9.691177368164062,NaN,NaN,NaN,-1.7866755723953247,-1.1231391429901123,-0.4028880000114441,0.015283380635082722,0.004256855696439743,-0.015662716701626778,-2.11,0.46,11.96,0.04,0.01,0
187672.788,411001942,290252039,75.23,0.024000000208616257,0.012000000104308128,0,-0.0007518068887293339,-0.0009719186346046627,0.0002482238051015883,0.029999488964676857,0.0838431715965271,-9.687499046325684,0,0,0,-1.7866755723953247,-1.1231391429901123,-0.4028880000114441,0.015283380635082722,0.004256855696439743,-0.015662716701626778,-2.11,0.46,11.96,0.04,0.01,0
187772.788,411001943,290252039,75.23,0.009000000543892384,0.052000001072883606,0,0.00019914131553377956,-0.000012656678336497862,-0.0005517363315448165,0.01889161765575409,0.0887952521443367,-9.6948881149292,0,0,0,-1.7814236879348755,-1.1209852695465088,-0.4027565121650696,0.016370678320527077,0.003752706805244088,-0.015216794796288013,-2.11,0.46,11.95,0.04,0.01,0
187872.788,411001943,290252039,75.23,0.009000000543892384,0.052000001072883606,0,0.00009798843530006707,0.0005561438156291842,-0.0011836132034659386,0.03696626052260399,0.086372010409832,-9.674426078796387,0,0,0,-1.7766331434249878,-1.1189645528793335,-0.4010241627693176,0.01789139024913311,0.0034374569077044725,-0.014760281890630722,-2.12,0.46,11.95,0.04,0.01,0
187972.788,411001943,290252040,75.23,0.015000000596046448,-0.07400000095367432,0,-0.00038446273538284004,0.0017862984677776694,-0.0011792139848694205,0.03820065036416054,0.08570268750190735,-9.696107864379883,0,0,0,-1.7720015048980713,-1.1168773174285889,-0.39887362718582153,0.019123485311865807,0.00292410422116518,-0.013898621313273907,-2.12,0.46,11.95,0.04,0.01,0
